,Year,City,Stop Name,Stop Abbrev,Total Stops
453,2007,San Francisco,24th Street Mission,24,3814326.0
454,2007,Antioch,Antioch,AN,0.0
455,2007,Berkeley,Ashby,AS,1330505.0
456,2007,San Jose,Berryessa / North San José,BE,0.0
457,2007,San Leandro,Bayfair,BF,1584698.0
458,2007,Berkeley,Berkeley,BK,3536902.0
459,2007,San Francisco,Balboa Park,BP,4013496.0
460,2007,San Francisco,Civic Center,CC,5795453.0
461,2007,Oakland,Coliseum,CL,2502278.0
462,2007,Colma,Colma,CM,989128.0
463,2007,Concord,Concord,CN,1558775.0
464,2007,Castro Valley,Castro Valley,CV,719869.0
465,2007,Daly City,Daly City,DC,2492008.0
466,2007,Dublin/Pleasanton,Dublin/Pleasanton,ED,2336289.0
467,2007,San Francisco,Embarcadero,EM,9696683.0
468,2007,El Cerrito,El Cerrito Del Norte,EN,2331275.0
469,2007,El Cerrito,El Cerrito Plaza,EP,1237621.0
470,2007,Fremont,Fremont,FM,2037757.0
471,2007,Oakland,Fruitvale,FV,2228250.0
472,2007,San Francisco,Glen Park,GP,2233827.0
473,2007,Hayward,Hayward,HY,1334197.0
474,2007,Lafayette,Lafayette,LF,953431.0
475,2007,Oakland,Lake Merritt,LM,1618524.0
476,2007,Oakland,MacArthur,MA,2138117.0
477,2007,Millbrae,Millbrae,MB,1167906.0
478,2007,Milpitas,Milpitas,ML,0.0
479,2007,San Francisco,Montgomery Street,MT,9262120.0
480,2007,Berkeley,North Berkeley,NB,1163646.0
481,2007,Concord,North Concord,NC,546296.0
482,2007,Oakland,Oakland International Airport,OA,0.0
483,2007,Orinda,Orinda,OR,802605.0
484,2007,Oakland,West Oakland,OW,1460145.0
485,2007,Pittsburg,Pittsburg Center,PC,0.0
486,2007,Pleasant Hill,Pleasant Hill,PH,1698134.0
487,2007,San Francisco,Powell Street,PL,9149707.0
488,2007,Richmond,Richmond,RM,999385.0
489,2007,Oakland,Rockridge,RR,1506908.0
490,2007,San Bruno,San Bruno,SB,677715.0
491,2007,Hayward,South Hayward,SH,855588.0
492,2007,San Leandro,San Leandro,SL,1505867.0
493,2007,San Francisco,San Francisco International Airport,SO,1441368.0
494,2007,South San Francisco,South San Francisco,SS,747387.0
495,2007,Union City,Union City,UC,1156228.0
496,2007,Walnut Creek,Walnut Creek,WC,1745286.0
497,2007,Dublin/Pleasanton,West Dublin/Pleasanton,WD,0.0
498,2007,Pittsburg,Pittsburg/Bay Point,WP,1476541.0
499,2007,Fremont,Warm Springs,WS,0.0
500,2008,Oakland,12th Street / Oakland City Center,12,3550032.0
501,2008,San Francisco,16th Street Mission,16,3532203.0
502,2008,Oakland,19th Street Oakland,19,2477489.0
503,2008,San Francisco,24th Street Mission,24,3917410.0
504,2008,Antioch,Antioch,AN,0.0
505,2008,Berkeley,Ashby,AS,1373674.0
506,2008,San Jose,Berryessa / North San José,BE,0.0
507,2008,San Leandro,Bayfair,BF,1678954.0
508,2008,Berkeley,Berkeley,BK,3704562.0
509,2008,San Francisco,Balboa Park,BP,4225513.0
510,2008,San Francisco,Civic Center,CC,6042465.0
511,2008,Oakland,Coliseum,CL,2387533.0
512,2008,Colma,Colma,CM,1107709.0
513,2008,Concord,Concord,CN,1587469.0
514,2008,Castro Valley,Castro Valley,CV,749045.0
515,2008,Daly City,Daly City,DC,2478563.0
516,2008,Dublin/Pleasanton,Dublin/Pleasanton,ED,2408690.0
517,2008,San Francisco,Embarcadero,EM,10144343.0
518,2008,El Cerrito,El Cerrito Del Norte,EN,2394170.0
519,2008,El Cerrito,El Cerrito Plaza,EP,1288578.0
520,2008,Fremont,Fremont,FM,2141667.0
521,2008,Oakland,Fruitvale,FV,2294682.0
522,2008,San Francisco,Glen Park,GP,2295820.0
523,2008,Hayward,Hayward,HY,1367118.0
524,2008,Lafayette,Lafayette,LF,992200.0
525,2008,Oakland,Lake Merritt,LM,1734010.0
526,2008,Oakland,MacArthur,MA,2306967.0
527,2008,Millbrae,Millbrae,MB,1376515.0
528,2008,Milpitas,Milpitas,ML,0.0
529,2008,San Francisco,Montgomery Street,MT,9539025.0
530,2008,Berkeley,North Berkeley,NB,1214556.0
531,2008,Concord,North Concord,NC,605223.0
532,2008,Oakland,Oakland International Airport,OA,0.0
533,2008,Orinda,Orinda,OR,820466.0
534,2008,Oakland,West Oakland,OW,1527091.0
535,2008,Pittsburg,Pittsburg Center,PC,0.0
536,2008,Pleasant Hill,Pleasant Hill,PH,1743875.0
537,2008,San Francisco,Powell Street,PL,9349416.0
538,2008,Richmond,Richmond,RM,1066000.0
539,2008,Oakland,Rockridge,RR,1600243.0
540,2008,San Bruno,San Bruno,SB,806995.0
541,2008,Hayward,South Hayward,SH,889078.0
542,2008,San Leandro,San Leandro,SL,1554762.0
543,2008,San Francisco,San Francisco International Airport,SO,1767505.0
544,2008,South San Francisco,South San Francisco,SS,847978.0
545,2008,Union City,Union City,UC,1125011.0
546,2008,Walnut Creek,Walnut Creek,WC,1815673.0
547,2008,Dublin/Pleasanton,West Dublin/Pleasanton,WD,0.0
548,2008,Pittsburg,Pittsburg/Bay Point,WP,1532457.0
549,2008,Fremont,Warm Springs,WS,0.0
550,2009,Oakland,12th Street / Oakland City Center,12,3372620.0
551,2009,San Francisco,16th Street Mission,16,3516463.0
552,2009,Oakland,19th Street Oakland,19,2547033.0
553,2009,San Francisco,24th Street Mission,24,3832783.0
554,2009,Antioch,Antioch,AN,0.0
555,2009,Berkeley,Ashby,AS,1280807.0
556,2009,San Jose,Berryessa / North San José,BE,0.0
557,2009,San Leandro,Bayfair,BF,1572083.0
558,2009,Berkeley,Berkeley,BK,3604279.0
559,2009,San Francisco,Balboa Park,BP,4063233.0
560,2009,San Francisco,Civic Center,CC,5875636.0
561,2009,Oakland,Coliseum,CL,2094363.0
562,2009,Colma,Colma,CM,1047225.0
563,2009,Concord,Concord,CN,1472540.0
564,2009,Castro Valley,Castro Valley,CV,700965.0
565,2009,Daly City,Daly City,DC,2279021.0
566,2009,Dublin/Pleasanton,Dublin/Pleasanton,ED,2299258.0
567,2009,San Francisco,Embarcadero,EM,9792818.0
568,2009,El Cerrito,El Cerrito Del Norte,EN,2234828.0
569,2009,El Cerrito,El Cerrito Plaza,EP,1255486.0
570,2009,Fremont,Fremont,FM,2029392.0
571,2009,Oakland,Fruitvale,FV,2152733.0
572,2009,San Francisco,Glen Park,GP,2206100.0
573,2009,Hayward,Hayward,HY,1290174.0
574,2009,Lafayette,Lafayette,LF,973384.0
575,2009,Oakland,Lake Merritt,LM,1677161.0
576,2009,Oakland,MacArthur,MA,2282075.0
577,2009,Millbrae,Millbrae,MB,1360594.0
578,2009,Milpitas,Milpitas,ML,0.0
579,2009,San Francisco,Montgomery Street,MT,9096575.0
580,2009,Berkeley,North Berkeley,NB,1201259.0
581,2009,Concord,North Concord,NC,533699.0
582,2009,Oakland,Oakland International Airport,OA,0.0
583,2009,Orinda,Orinda,OR,810664.0
584,2009,Oakland,West Oakland,OW,1516246.0
585,2009,Pittsburg,Pittsburg Center,PC,0.0
586,2009,Pleasant Hill,Pleasant Hill,PH,1644366.0
587,2009,San Francisco,Powell Street,PL,8764062.0
588,2009,Richmond,Richmond,RM,1010716.0
589,2009,Oakland,Rockridge,RR,1600302.0
590,2009,San Bruno,San Bruno,SB,808669.0
591,2009,Hayward,South Hayward,SH,804030.0
592,2009,San Leandro,San Leandro,SL,1471510.0
593,2009,San Francisco,San Francisco International Airport,SO,1811906.0
594,2009,South San Francisco,South San Francisco,SS,801910.0
595,2009,Union City,Union City,UC,1088935.0
596,2009,Walnut Creek,Walnut Creek,WC,1763034.0
597,2009,Dublin/Pleasanton,West Dublin/Pleasanton,WD,0.0
598,2009,Pittsburg,Pittsburg/Bay Point,WP,1461472.0
599,2009,Fremont,Warm Springs,WS,0.0
600,2010,Oakland,12th Street / Oakland City Center,12,3356412.0
601,2010,San Francisco,16th Street Mission,16,3288773.0
602,2010,Oakland,19th Street Oakland,19,2608087.0
603,2010,San Francisco,24th Street Mission,24,3597513.0
604,2010,Antioch,Antioch,AN,0.0
605,2010,Berkeley,Ashby,AS,1223515.0
606,2010,San Jose,Berryessa / North San José,BE,0.0
607,2010,San Leandro,Bayfair,BF,1556461.0
608,2010,Berkeley,Berkeley,BK,3579577.0
609,2010,San Francisco,Balboa Park,BP,3489805.0
610,2010,San Francisco,Civic Center,CC,5482300.0
611,2010,Oakland,Coliseum,CL,2093571.0
612,2010,Colma,Colma,CM,1035978.0
613,2010,Concord,Concord,CN,1472127.0
614,2010,Castro Valley,Castro Valley,CV,702150.0
615,2010,Daly City,Daly City,DC,2336228.0
616,2010,Dublin/Pleasanton,Dublin/Pleasanton,ED,2334663.0
617,2010,San Francisco,Embarcadero,EM,9877137.0
618,2010,El Cerrito,El Cerrito Del Norte,EN,2154073.0
619,2010,El Cerrito,El Cerrito Plaza,EP,1254478.0
620,2010,Fremont,Fremont,FM,2093841.0
621,2010,Oakland,Fruitvale,FV,2143007.0
622,2010,San Francisco,Glen Park,GP,2062005.0
623,2010,Hayward,Hayward,HY,1266265.0
624,2010,Lafayette,Lafayette,LF,1000071.0
625,2010,Oakland,Lake Merritt,LM,1647464.0
626,2010,Oakland,MacArthur,MA,2322898.0
627,2010,Millbrae,Millbrae,MB,1483866.0
628,2010,Milpitas,Milpitas,ML,0.0
629,2010,San Francisco,Montgomery Street,MT,9053442.0
630,2010,Berkeley,North Berkeley,NB,1185425.0
631,2010,Concord,North Concord,NC,533454.0
632,2010,Oakland,Oakland International Airport,OA,0.0
633,2010,Orinda,Orinda,OR,809700.0
634,2010,Oakland,West Oakland,OW,1503384.0
635,2010,Pittsburg,Pittsburg Center,PC,0.0
636,2010,Pleasant Hill,Pleasant Hill,PH,1622845.0
637,2010,San Francisco,Powell Street,PL,8319627.0
638,2010,Richmond,Richmond,RM,1011674.0
639,2010,Oakland,Rockridge,RR,1573483.0
640,2010,San Bruno,San Bruno,SB,832976.0
641,2010,Hayward,South Hayward,SH,824339.0
642,2010,San Leandro,San Leandro,SL,1477948.0
643,2010,San Francisco,San Francisco International Airport,SO,1717686.0
644,2010,South San Francisco,South San Francisco,SS,794763.0
645,2010,Union City,Union City,UC,1104223.0
646,2010,Walnut Creek,Walnut Creek,WC,1781157.0
647,2010,Dublin/Pleasanton,West Dublin/Pleasanton,WD,0.0
648,2010,Pittsburg,Pittsburg/Bay Point,WP,1447222.0
649,2010,Fremont,Warm Springs,WS,0.0
650,2011,Oakland,12th Street / Oakland City Center,12,3503909.0
651,2011,San Francisco,16th Street Mission,16,3446714.0
652,2011,Oakland,19th Street Oakland,19,2837360.0
653,2011,San Francisco,24th Street Mission,24,3775397.0
654,2011,Antioch,Antioch,AN,0.0
655,2011,Berkeley,Ashby,AS,1366040.0
656,2011,San Jose,Berryessa / North San José,BE,0.0
657,2011,San Leandro,Bayfair,BF,1611626.0
658,2011,Berkeley,Berkeley,BK,3713966.0
659,2011,San Francisco,Balboa Park,BP,3498312.0
660,2011,San Francisco,Civic Center,CC,5518292.0
661,2011,Oakland,Coliseum,CL,2227395.0
662,2011,Colma,Colma,CM,1112430.0
663,2011,Concord,Concord,CN,1547674.0
664,2011,Castro Valley,Castro Valley,CV,742559.0
665,2011,Daly City,Daly City,DC,2525273.0
666,2011,Dublin/Pleasanton,Dublin/Pleasanton,ED,2118248.0
667,2011,San Francisco,Embarcadero,EM,10357972.0
668,2011,El Cerrito,El Cerrito Del Norte,EN,2279654.0
669,2011,El Cerrito,El Cerrito Plaza,EP,1303602.0
670,2011,Fremont,Fremont,FM,2216198.0
671,2011,Oakland,Fruitvale,FV,2301072.0
672,2011,San Francisco,Glen Park,GP,2100883.0
673,2011,Hayward,Hayward,HY,1375758.0
674,2011,Lafayette,Lafayette,LF,1017919.0
675,2011,Oakland,Lake Merritt,LM,1731012.0
676,2011,Oakland,MacArthur,MA,2495086.0
677,2011,Millbrae,Millbrae,MB,1608474.0
678,2011,Milpitas,Milpitas,ML,0.0
679,2011,San Francisco,Montgomery Street,MT,9749612.0
680,2011,Berkeley,North Berkeley,NB,1264642.0
681,2011,Concord,North Concord,NC,594204.0
682,2011,Oakland,Oakland International Airport,OA,0.0
683,2011,Orinda,Orinda,OR,807864.0
684,2011,Oakland,West Oakland,OW,1594109.0
685,2011,Pittsburg,Pittsburg Center,PC,0.0
686,2011,Pleasant Hill,Pleasant Hill,PH,1712446.0
687,2011,San Francisco,Powell Street,PL,8762391.0
688,2011,Richmond,Richmond,RM,1079220.0
689,2011,Oakland,Rockridge,RR,1648271.0
690,2011,San Bruno,San Bruno,SB,936622.0
691,2011,Hayward,South Hayward,SH,876121.0
692,2011,San Leandro,San Leandro,SL,1556049.0
693,2011,San Francisco,San Francisco International Airport,SO,1898686.0
694,2011,South San Francisco,South San Francisco,SS,833063.0
695,2011,Union City,Union City,UC,1160926.0
696,2011,Walnut Creek,Walnut Creek,WC,1831743.0
697,2011,Dublin/Pleasanton,West Dublin/Pleasanton,WD,533696.0
698,2011,Pittsburg,Pittsburg/Bay Point,WP,1545856.0
699,2011,Fremont,Warm Springs,WS,0.0
700,2012,Oakland,12th Street / Oakland City Center,12,3640966.0
701,2012,San Francisco,16th Street Mission,16,3765196.0
702,2012,Oakland,19th Street Oakland,19,3128384.0
703,2012,San Francisco,24th Street Mission,24,3942362.0
704,2012,Antioch,Antioch,AN,0.0
705,2012,Berkeley,Ashby,AS,1494904.0
706,2012,San Jose,Berryessa / North San José,BE,0.0
707,2012,San Leandro,Bayfair,BF,1711651.0
708,2012,Berkeley,Berkeley,BK,3989730.0
709,2012,San Francisco,Balboa Park,BP,3624358.0
710,2012,San Francisco,Civic Center,CC,5990415.0
711,2012,Oakland,Coliseum,CL,2491231.0
712,2012,Colma,Colma,CM,1278521.0
713,2012,Concord,Concord,CN,1663513.0
714,2012,Castro Valley,Castro Valley,CV,797474.0
715,2012,Daly City,Daly City,DC,2736478.0
716,2012,Dublin/Pleasanton,Dublin/Pleasanton,ED,2080170.0
717,2012,San Francisco,Embarcadero,EM,11236035.0
718,2012,El Cerrito,El Cerrito Del Norte,EN,2437365.0
719,2012,El Cerrito,El Cerrito Plaza,EP,1383160.0
720,2012,Fremont,Fremont,FM,2339589.0
721,2012,Oakland,Fruitvale,FV,2457495.0
722,2012,San Francisco,Glen Park,GP,2241939.0
723,2012,Hayward,Hayward,HY,1474468.0
724,2012,Lafayette,Lafayette,LF,1077510.0
725,2012,Oakland,Lake Merritt,LM,1871873.0
726,2012,Oakland,MacArthur,MA,2692702.0
727,2012,Millbrae,Millbrae,MB,1792660.0
728,2012,Milpitas,Milpitas,ML,0.0
729,2012,San Francisco,Montgomery Street,MT,10565867.0
730,2012,Berkeley,North Berkeley,NB,1341208.0
731,2012,Concord,North Concord,NC,666689.0
732,2012,Oakland,Oakland International Airport,OA,0.0
733,2012,Orinda,Orinda,OR,851077.0
734,2012,Oakland,West Oakland,OW,1738787.0
735,2012,Pittsburg,Pittsburg Center,PC,0.0
736,2012,Pleasant Hill,Pleasant Hill,PH,1816179.0
737,2012,San Francisco,Powell Street,PL,9314731.0
738,2012,Richmond,Richmond,RM,1162150.0
739,2012,Oakland,Rockridge,RR,1780022.0
740,2012,San Bruno,San Bruno,SB,1072523.0
741,2012,Hayward,South Hayward,SH,939205.0
742,2012,San Leandro,San Leandro,SL,1646483.0
743,2012,San Francisco,San Francisco International Airport,SO,2092870.0
744,2012,South San Francisco,South San Francisco,SS,899580.0
745,2012,Union City,Union City,UC,1241831.0
746,2012,Walnut Creek,Walnut Creek,WC,1943025.0
747,2012,Dublin/Pleasanton,West Dublin/Pleasanton,WD,821816.0
748,2012,Pittsburg,Pittsburg/Bay Point,WP,1639206.0
749,2012,Fremont,Warm Springs,WS,0.0
750,2013,Oakland,12th Street / Oakland City Center,12,3608040.0
751,2013,San Francisco,16th Street Mission,16,3802249.0
752,2013,Oakland,19th Street Oakland,19,3167795.0
753,2013,San Francisco,24th Street Mission,24,3887067.0
754,2013,Antioch,Antioch,AN,0.0
755,2013,Berkeley,Ashby,AS,1554592.0
756,2013,San Jose,Berryessa / North San José,BE,0.0
757,2013,San Leandro,Bayfair,BF,1729918.0
758,2013,Berkeley,Berkeley,BK,4038660.0
759,2013,San Francisco,Balboa Park,BP,3515687.0
760,2013,San Francisco,Civic Center,CC,6067773.0
761,2013,Oakland,Coliseum,CL,2563221.0
762,2013,Colma,Colma,CM,1226957.0
763,2013,Concord,Concord,CN,1672178.0
764,2013,Castro Valley,Castro Valley,CV,810753.0
765,2013,Daly City,Daly City,DC,2693924.0
766,2013,Dublin/Pleasanton,Dublin/Pleasanton,ED,2077440.0
767,2013,San Francisco,Embarcadero,EM,11692709.0
768,2013,El Cerrito,El Cerrito Del Norte,EN,2481604.0
769,2013,El Cerrito,El Cerrito Plaza,EP,1385704.0
770,2013,Fremont,Fremont,FM,2353863.0
771,2013,Oakland,Fruitvale,FV,2484307.0
772,2013,San Francisco,Glen Park,GP,2199884.0
773,2013,Hayward,Hayward,HY,1476724.0
774,2013,Lafayette,Lafayette,LF,1069767.0
775,2013,Oakland,Lake Merritt,LM,1925835.0
776,2013,Oakland,MacArthur,MA,2649419.0
777,2013,Millbrae,Millbrae,MB,1828693.0
778,2013,Milpitas,Milpitas,ML,0.0
779,2013,San Francisco,Montgomery Street,MT,10741028.0
780,2013,Berkeley,North Berkeley,NB,1382629.0
781,2013,Concord,North Concord,NC,703606.0
782,2013,Oakland,Oakland International Airport,OA,0.0
783,2013,Orinda,Orinda,OR,832758.0
784,2013,Oakland,West Oakland,OW,1865314.0
785,2013,Pittsburg,Pittsburg Center,PC,0.0
786,2013,Pleasant Hill,Pleasant Hill,PH,1827018.0
787,2013,San Francisco,Powell Street,PL,9372502.0
788,2013,Richmond,Richmond,RM,1175132.0
789,2013,Oakland,Rockridge,RR,1797560.0
790,2013,San Bruno,San Bruno,SB,1059121.0
791,2013,Hayward,South Hayward,SH,904803.0
792,2013,San Leandro,San Leandro,SL,1663755.0
793,2013,San Francisco,San Francisco International Airport,SO,2115765.0
794,2013,South San Francisco,South San Francisco,SS,916466.0
795,2013,Union City,Union City,UC,1289287.0
796,2013,Walnut Creek,Walnut Creek,WC,1927420.0
797,2013,Dublin/Pleasanton,West Dublin/Pleasanton,WD,929869.0
798,2013,Pittsburg,Pittsburg/Bay Point,WP,1650709.0
799,2013,Fremont,Warm Springs,WS,0.0
800,2014,Oakland,12th Street / Oakland City Center,12,3826222.0
801,2014,San Francisco,16th Street Mission,16,4025507.0
802,2014,Oakland,19th Street Oakland,19,3402704.0
803,2014,San Francisco,24th Street Mission,24,4076912.0
804,2014,Antioch,Antioch,AN,0.0
805,2014,Berkeley,Ashby,AS,1650296.0
806,2014,San Jose,Berryessa / North San José,BE,0.0
807,2014,San Leandro,Bayfair,BF,1801885.0
808,2014,Berkeley,Berkeley,BK,4243528.0
809,2014,San Francisco,Balboa Park,BP,3554239.0
810,2014,San Francisco,Civic Center,CC,6572127.0
811,2014,Oakland,Coliseum,CL,2632455.0
812,2014,Colma,Colma,CM,1285791.0
813,2014,Concord,Concord,CN,1770707.0
814,2014,Castro Valley,Castro Valley,CV,858303.0
815,2014,Daly City,Daly City,DC,2830840.0
816,2014,Dublin/Pleasanton,Dublin/Pleasanton,ED,2173471.0
817,2014,San Francisco,Embarcadero,EM,12486803.0
818,2014,El Cerrito,El Cerrito Del Norte,EN,2603915.0
819,2014,El Cerrito,El Cerrito Plaza,EP,1449705.0
820,2014,Fremont,Fremont,FM,2516861.0
821,2014,Oakland,Fruitvale,FV,2610942.0
822,2014,San Francisco,Glen Park,GP,2325482.0
823,2014,Hayward,Hayward,HY,1549453.0
824,2014,Lafayette,Lafayette,LF,1121310.0
825,2014,Oakland,Lake Merritt,LM,2096455.0
826,2014,Oakland,MacArthur,MA,2680100.0
827,2014,Millbrae,Millbrae,MB,1942729.0
828,2014,Milpitas,Milpitas,ML,0.0
829,2014,San Francisco,Montgomery Street,MT,11818485.0
830,2014,Berkeley,North Berkeley,NB,1458545.0
831,2014,Concord,North Concord,NC,751230.0
832,2014,Oakland,Oakland International Airport,OA,55243.0
833,2014,Orinda,Orinda,OR,868262.0
834,2014,Oakland,West Oakland,OW,2044583.0
835,2014,Pittsburg,Pittsburg Center,PC,0.0
836,2014,Pleasant Hill,Pleasant Hill,PH,1906943.0
837,2014,San Francisco,Powell Street,PL,9776647.0
838,2014,Richmond,Richmond,RM,1278841.0
839,2014,Oakland,Rockridge,RR,1844829.0
840,2014,San Bruno,San Bruno,SB,1144133.0
841,2014,Hayward,South Hayward,SH,921576.0
842,2014,San Leandro,San Leandro,SL,1771702.0
843,2014,San Francisco,San Francisco International Airport,SO,2242122.0
844,2014,South San Francisco,South San Francisco,SS,984372.0
845,2014,Union City,Union City,UC,1379292.0
846,2014,Walnut Creek,Walnut Creek,WC,1970734.0
847,2014,Dublin/Pleasanton,West Dublin/Pleasanton,WD,1086010.0
848,2014,Pittsburg,Pittsburg/Bay Point,WP,1767720.0
849,2014,Fremont,Warm Springs,WS,0.0
850,2015,Oakland,12th Street / Oakland City Center,12,4005375.0
851,2015,San Francisco,16th Street Mission,16,4140530.0
852,2015,Oakland,19th Street Oakland,19,3639375.0
853,2015,San Francisco,24th Street Mission,24,4066765.0
854,2015,Antioch,Antioch,AN,0.0
855,2015,Berkeley,Ashby,AS,1722279.0
856,2015,San Jose,Berryessa / North San José,BE,0.0
857,2015,San Leandro,Bayfair,BF,1807015.0
858,2015,Berkeley,Berkeley,BK,4263695.0
859,2015,San Francisco,Balboa Park,BP,3537483.0
860,2015,San Francisco,Civic Center,CC,6872056.0
861,2015,Oakland,Coliseum,CL,2353875.0
862,2015,Colma,Colma,CM,1309439.0
863,2015,Concord,Concord,CN,1825238.0
864,2015,Castro Valley,Castro Valley,CV,874925.0
865,2015,Daly City,Daly City,DC,2906812.0
866,2015,Dublin/Pleasanton,Dublin/Pleasanton,ED,2302290.0
867,2015,San Francisco,Embarcadero,EM,13105717.0
868,2015,El Cerrito,El Cerrito Del Norte,EN,2668632.0
869,2015,El Cerrito,El Cerrito Plaza,EP,1500844.0
870,2015,Fremont,Fremont,FM,2634164.0
871,2015,Oakland,Fruitvale,FV,2663563.0
872,2015,San Francisco,Glen Park,GP,2283341.0
873,2015,Hayward,Hayward,HY,1535383.0
874,2015,Lafayette,Lafayette,LF,1129965.0
875,2015,Oakland,Lake Merritt,LM,2217428.0
876,2015,Oakland,MacArthur,MA,2812641.0
877,2015,Millbrae,Millbrae,MB,2040941.0
878,2015,Milpitas,Milpitas,ML,0.0
879,2015,San Francisco,Montgomery Street,MT,12382302.0
880,2015,Berkeley,North Berkeley,NB,1483351.0
881,2015,Concord,North Concord,NC,749508.0
882,2015,Oakland,Oakland International Airport,OA,477335.0
883,2015,Orinda,Orinda,OR,894023.0
884,2015,Oakland,West Oakland,OW,2139198.0
885,2015,Pittsburg,Pittsburg Center,PC,0.0
886,2015,Pleasant Hill,Pleasant Hill,PH,2004214.0
887,2015,San Francisco,Powell Street,PL,9714817.0
888,2015,Richmond,Richmond,RM,1336596.0
889,2015,Oakland,Rockridge,RR,1882296.0
890,2015,San Bruno,San Bruno,SB,1188484.0
891,2015,Hayward,South Hayward,SH,907611.0
892,2015,San Leandro,San Leandro,SL,1789112.0
893,2015,San Francisco,San Francisco International Airport,SO,2214165.0
894,2015,South San Francisco,South San Francisco,SS,1019520.0
895,2015,Union City,Union City,UC,1441721.0
896,2015,Walnut Creek,Walnut Creek,WC,2056217.0
897,2015,Dublin/Pleasanton,West Dublin/Pleasanton,WD,1086047.0
898,2015,Pittsburg,Pittsburg/Bay Point,WP,1858269.0
899,2015,Fremont,Warm Springs,WS,0.0
900,2016,Oakland,12th Street / Oakland City Center,12,4010670.0
901,2016,San Francisco,16th Street Mission,16,4038659.0
