,Year,City,Stop Name,Stop Abbrev,Total Stops
902,2016,Oakland,19th Street Oakland,19,3752820.0
903,2016,San Francisco,24th Street Mission,24,4009740.0
904,2016,Antioch,Antioch,AN,0.0
905,2016,Berkeley,Ashby,AS,1667223.0
906,2016,San Jose,Berryessa / North San José,BE,0.0
907,2016,San Leandro,Bayfair,BF,1780092.0
908,2016,Berkeley,Berkeley,BK,4183087.0
909,2016,San Francisco,Balboa Park,BP,3245209.0
910,2016,San Francisco,Civic Center,CC,6969717.0
911,2016,Oakland,Coliseum,CL,2370795.0
912,2016,Colma,Colma,CM,1291995.0
913,2016,Concord,Concord,CN,1807737.0
914,2016,Castro Valley,Castro Valley,CV,876876.0
915,2016,Daly City,Daly City,DC,2853826.0
916,2016,Dublin/Pleasanton,Dublin/Pleasanton,ED,2381974.0
917,2016,San Francisco,Embarcadero,EM,13742439.0
918,2016,El Cerrito,El Cerrito Del Norte,EN,2675888.0
919,2016,El Cerrito,El Cerrito Plaza,EP,1527474.0
920,2016,Fremont,Fremont,FM,2684544.0
921,2016,Oakland,Fruitvale,FV,2616905.0
922,2016,San Francisco,Glen Park,GP,2259398.0
923,2016,Hayward,Hayward,HY,1498467.0
924,2016,Lafayette,Lafayette,LF,1113066.0
925,2016,Oakland,Lake Merritt,LM,2176019.0
926,2016,Oakland,MacArthur,MA,2787639.0
927,2016,Millbrae,Millbrae,MB,2009082.0
928,2016,Milpitas,Milpitas,ML,0.0
929,2016,San Francisco,Montgomery Street,MT,12789852.0
930,2016,Berkeley,North Berkeley,NB,1440290.0
931,2016,Concord,North Concord,NC,784048.0
932,2016,Oakland,Oakland International Airport,OA,475497.0
933,2016,Orinda,Orinda,OR,908541.0
934,2016,Oakland,West Oakland,OW,2201645.0
935,2016,Pittsburg,Pittsburg Center,PC,0.0
936,2016,Pleasant Hill,Pleasant Hill,PH,2110440.0
937,2016,San Francisco,Powell Street,PL,9470204.0
938,2016,Richmond,Richmond,RM,1296723.0
939,2016,Oakland,Rockridge,RR,1836575.0
940,2016,San Bruno,San Bruno,SB,1176933.0
941,2016,Hayward,South Hayward,SH,892731.0
942,2016,San Leandro,San Leandro,SL,1853492.0
943,2016,San Francisco,San Francisco International Airport,SO,2146908.0
944,2016,South San Francisco,South San Francisco,SS,1071306.0
945,2016,Union City,Union City,UC,1417816.0
946,2016,Walnut Creek,Walnut Creek,WC,2111294.0
947,2016,Dublin/Pleasanton,West Dublin/Pleasanton,WD,1097262.0
948,2016,Pittsburg,Pittsburg/Bay Point,WP,1851295.0
949,2016,Fremont,Warm Springs,WS,0.0
950,2017,Oakland,12th Street / Oakland City Center,12,3881141.0
951,2017,San Francisco,16th Street Mission,16,3846577.0
952,2017,Oakland,19th Street Oakland,19,3715442.0
953,2017,San Francisco,24th Street Mission,24,3728202.0
954,2017,Antioch,Antioch,AN,0.0
955,2017,Berkeley,Ashby,AS,1565970.0
956,2017,San Jose,Berryessa / North San José,BE,0.0
957,2017,San Leandro,Bayfair,BF,1685946.0
958,2017,Berkeley,Berkeley,BK,3879579.0
959,2017,San Francisco,Balboa Park,BP,2980014.0
960,2017,San Francisco,Civic Center,CC,6835716.0
961,2017,Oakland,Coliseum,CL,2150529.0
962,2017,Colma,Colma,CM,1213757.0
963,2017,Concord,Concord,CN,1725107.0
964,2017,Castro Valley,Castro Valley,CV,830686.0
965,2017,Daly City,Daly City,DC,2608041.0
966,2017,Dublin/Pleasanton,Dublin/Pleasanton,ED,2357299.0
967,2017,San Francisco,Embarcadero,EM,13342721.0
968,2017,El Cerrito,El Cerrito Del Norte,EN,2532622.0
969,2017,El Cerrito,El Cerrito Plaza,EP,1467789.0
970,2017,Fremont,Fremont,FM,2145294.0
971,2017,Oakland,Fruitvale,FV,2452102.0
972,2017,San Francisco,Glen Park,GP,2143717.0
973,2017,Hayward,Hayward,HY,1408040.0
974,2017,Lafayette,Lafayette,LF,1034077.0
975,2017,Oakland,Lake Merritt,LM,2086942.0
976,2017,Oakland,MacArthur,MA,2685723.0
977,2017,Millbrae,Millbrae,MB,1882529.0
978,2017,Milpitas,Milpitas,ML,0.0
979,2017,San Francisco,Montgomery Street,MT,12278501.0
980,2017,Berkeley,North Berkeley,NB,1364801.0
981,2017,Concord,North Concord,NC,731675.0
982,2017,Oakland,Oakland International Airport,OA,460960.0
983,2017,Orinda,Orinda,OR,874873.0
984,2017,Oakland,West Oakland,OW,2196793.0
985,2017,Pittsburg,Pittsburg Center,PC,0.0
986,2017,Pleasant Hill,Pleasant Hill,PH,2082266.0
987,2017,San Francisco,Powell Street,PL,8822103.0
988,2017,Richmond,Richmond,RM,1230615.0
989,2017,Oakland,Rockridge,RR,1752034.0
990,2017,San Bruno,San Bruno,SB,1090925.0
991,2017,Hayward,South Hayward,SH,842657.0
992,2017,San Leandro,San Leandro,SL,1814174.0
993,2017,San Francisco,San Francisco International Airport,SO,2068258.0
994,2017,South San Francisco,South San Francisco,SS,1000296.0
995,2017,Union City,Union City,UC,1362272.0
996,2017,Walnut Creek,Walnut Creek,WC,2064841.0
997,2017,Dublin/Pleasanton,West Dublin/Pleasanton,WD,1060673.0
998,2017,Pittsburg,Pittsburg/Bay Point,WP,1890651.0
999,2017,Fremont,Warm Springs,WS,646531.0
1000,2018,Oakland,12th Street / Oakland City Center,12,3827215.0
1001,2018,San Francisco,16th Street Mission,16,3714485.0
1002,2018,Oakland,19th Street Oakland,19,3667027.0
1003,2018,San Francisco,24th Street Mission,24,3646040.0
1004,2018,Antioch,Antioch,AN,493108.0
1005,2018,Berkeley,Ashby,AS,1492022.0
1006,2018,San Jose,Berryessa / North San José,BE,0.0
1007,2018,San Leandro,Bayfair,BF,1610256.0
1008,2018,Berkeley,Berkeley,BK,3561621.0
1009,2018,San Francisco,Balboa Park,BP,2966631.0
1010,2018,San Francisco,Civic Center,CC,6586859.0
1011,2018,Oakland,Coliseum,CL,2128904.0
1012,2018,Colma,Colma,CM,1187441.0
1013,2018,Concord,Concord,CN,1645777.0
1014,2018,Castro Valley,Castro Valley,CV,820747.0
1015,2018,Daly City,Daly City,DC,2715913.0
1016,2018,Dublin/Pleasanton,Dublin/Pleasanton,ED,2360228.0
1017,2018,San Francisco,Embarcadero,EM,13375346.0
1018,2018,El Cerrito,El Cerrito Del Norte,EN,2394133.0
1019,2018,El Cerrito,El Cerrito Plaza,EP,1418641.0
1020,2018,Fremont,Fremont,FM,1859304.0
1021,2018,Oakland,Fruitvale,FV,2403206.0
1022,2018,San Francisco,Glen Park,GP,2108780.0
1023,2018,Hayward,Hayward,HY,1342219.0
1024,2018,Lafayette,Lafayette,LF,996431.0
1025,2018,Oakland,Lake Merritt,LM,2095523.0
1026,2018,Oakland,MacArthur,MA,2512469.0
1027,2018,Millbrae,Millbrae,MB,1785308.0
1028,2018,Milpitas,Milpitas,ML,0.0
1029,2018,San Francisco,Montgomery Street,MT,12338626.0
1030,2018,Berkeley,North Berkeley,NB,1286411.0
1031,2018,Concord,North Concord,NC,644466.0
1032,2018,Oakland,Oakland International Airport,OA,438543.0
1033,2018,Orinda,Orinda,OR,860979.0
1034,2018,Oakland,West Oakland,OW,2187519.0
1035,2018,Pittsburg,Pittsburg Center,PC,165104.0
1036,2018,Pleasant Hill,Pleasant Hill,PH,2094487.0
1037,2018,San Francisco,Powell Street,PL,8371269.0
1038,2018,Richmond,Richmond,RM,1198322.0
1039,2018,Oakland,Rockridge,RR,1657006.0
1040,2018,San Bruno,San Bruno,SB,1062017.0
1041,2018,Hayward,South Hayward,SH,845461.0
1042,2018,San Leandro,San Leandro,SL,1809196.0
1043,2018,San Francisco,San Francisco International Airport,SO,1951957.0
1044,2018,South San Francisco,South San Francisco,SS,961062.0
1045,2018,Union City,Union City,UC,1334889.0
1046,2018,Walnut Creek,Walnut Creek,WC,1958681.0
1047,2018,Dublin/Pleasanton,West Dublin/Pleasanton,WD,1056257.0
1048,2018,Pittsburg,Pittsburg/Bay Point,WP,1433101.0
1049,2018,Fremont,Warm Springs,WS,1012288.0
1050,2019,Oakland,12th Street / Oakland City Center,12,3876029.0
1051,2019,San Francisco,16th Street Mission,16,3825818.0
1052,2019,Oakland,19th Street Oakland,19,3673865.0
1053,2019,San Francisco,24th Street Mission,24,3588288.0
1054,2019,Antioch,Antioch,AN,827471.0
1055,2019,Berkeley,Ashby,AS,1433297.0
1056,2019,San Jose,Berryessa / North San José,BE,0.0
1057,2019,San Leandro,Bayfair,BF,1540251.0
1058,2019,Berkeley,Berkeley,BK,3432223.0
1059,2019,San Francisco,Balboa Park,BP,2868862.0
1060,2019,San Francisco,Civic Center,CC,6599521.0
1061,2019,Oakland,Coliseum,CL,1926350.0
1062,2019,Colma,Colma,CM,1183754.0
1063,2019,Concord,Concord,CN,1569535.0
1064,2019,Castro Valley,Castro Valley,CV,798389.0
1065,2019,Daly City,Daly City,DC,2712010.0
1066,2019,Dublin/Pleasanton,Dublin/Pleasanton,ED,2323169.0
1067,2019,San Francisco,Embarcadero,EM,13394563.0
1068,2019,El Cerrito,El Cerrito Del Norte,EN,2264155.0
1069,2019,El Cerrito,El Cerrito Plaza,EP,1394462.0
1070,2019,Fremont,Fremont,FM,1623878.0
1071,2019,Oakland,Fruitvale,FV,2294535.0
1072,2019,San Francisco,Glen Park,GP,2060603.0
1073,2019,Hayward,Hayward,HY,1311179.0
1074,2019,Lafayette,Lafayette,LF,988941.0
1075,2019,Oakland,Lake Merritt,LM,2011639.0
1076,2019,Oakland,MacArthur,MA,2523919.0
1077,2019,Millbrae,Millbrae,MB,1710459.0
1078,2019,Milpitas,Milpitas,ML,0.0
1079,2019,San Francisco,Montgomery Street,MT,12265311.0
1080,2019,Berkeley,North Berkeley,NB,1240495.0
1081,2019,Concord,North Concord,NC,537947.0
1082,2019,Oakland,Oakland International Airport,OA,398214.0
1083,2019,Orinda,Orinda,OR,860696.0
1084,2019,Oakland,West Oakland,OW,2149300.0
1085,2019,Pittsburg,Pittsburg Center,PC,319904.0
1086,2019,Pleasant Hill,Pleasant Hill,PH,2051681.0
1087,2019,San Francisco,Powell Street,PL,8050643.0
1088,2019,Richmond,Richmond,RM,1255080.0
1089,2019,Oakland,Rockridge,RR,1621172.0
1090,2019,San Bruno,San Bruno,SB,1041499.0
1091,2019,Hayward,South Hayward,SH,829373.0
1092,2019,San Leandro,San Leandro,SL,1774673.0
1093,2019,San Francisco,San Francisco International Airport,SO,1886817.0
1094,2019,South San Francisco,South San Francisco,SS,941881.0
1095,2019,Union City,Union City,UC,1306889.0
1096,2019,Walnut Creek,Walnut Creek,WC,1854563.0
1097,2019,Dublin/Pleasanton,West Dublin/Pleasanton,WD,1014185.0
1098,2019,Pittsburg,Pittsburg/Bay Point,WP,1089440.0
1099,2019,Fremont,Warm Springs,WS,1234898.0
1100,2020,Oakland,12th Street / Oakland City Center,12,1022014.0
1101,2020,San Francisco,16th Street Mission,16,1140212.0
1102,2020,Oakland,19th Street Oakland,19,959114.0
1103,2020,San Francisco,24th Street Mission,24,1077857.0
1104,2020,Antioch,Antioch,AN,285483.0
1105,2020,Berkeley,Ashby,AS,388879.0
1106,2020,San Jose,Berryessa / North San José,BE,47591.0
1107,2020,San Leandro,Bayfair,BF,545721.0
1108,2020,Berkeley,Berkeley,BK,863786.0
1109,2020,San Francisco,Balboa Park,BP,891021.0
1110,2020,San Francisco,Civic Center,CC,1873634.0
1111,2020,Oakland,Coliseum,CL,536155.0
1112,2020,Colma,Colma,CM,344092.0
1113,2020,Concord,Concord,CN,499273.0
1114,2020,Castro Valley,Castro Valley,CV,221017.0
1115,2020,Daly City,Daly City,DC,799149.0
1116,2020,Dublin/Pleasanton,Dublin/Pleasanton,ED,562720.0
1117,2020,San Francisco,Embarcadero,EM,3089815.0
1118,2020,El Cerrito,El Cerrito Del Norte,EN,752875.0
1119,2020,El Cerrito,El Cerrito Plaza,EP,384980.0
1120,2020,Fremont,Fremont,FM,409438.0
1121,2020,Oakland,Fruitvale,FV,863140.0
1122,2020,San Francisco,Glen Park,GP,577239.0
1123,2020,Hayward,Hayward,HY,437610.0
1124,2020,Lafayette,Lafayette,LF,240161.0
1125,2020,Oakland,Lake Merritt,LM,608591.0
1126,2020,Oakland,MacArthur,MA,742399.0
1127,2020,Millbrae,Millbrae,MB,380915.0
1128,2020,Milpitas,Milpitas,ML,30775.0
1129,2020,San Francisco,Montgomery Street,MT,2975687.0
1130,2020,Berkeley,North Berkeley,NB,303436.0
1131,2020,Concord,North Concord,NC,141416.0
1132,2020,Oakland,Oakland International Airport,OA,79483.0
1133,2020,Orinda,Orinda,OR,188453.0
1134,2020,Oakland,West Oakland,OW,655434.0
1135,2020,Pittsburg,Pittsburg Center,PC,127532.0
1136,2020,Pleasant Hill,Pleasant Hill,PH,518154.0
1137,2020,San Francisco,Powell Street,PL,2171918.0
1138,2020,Richmond,Richmond,RM,494306.0
1139,2020,Oakland,Rockridge,RR,385858.0
1140,2020,San Bruno,San Bruno,SB,299618.0
1141,2020,Hayward,South Hayward,SH,285657.0
1142,2020,San Leandro,San Leandro,SL,601264.0
1143,2020,San Francisco,San Francisco International Airport,SO,424953.0
1144,2020,South San Francisco,South San Francisco,SS,268041.0
1145,2020,Union City,Union City,UC,347988.0
1146,2020,Walnut Creek,Walnut Creek,WC,476359.0
1147,2020,Dublin/Pleasanton,West Dublin/Pleasanton,WD,241810.0
1148,2020,Pittsburg,Pittsburg/Bay Point,WP,375312.0
1149,2020,Fremont,Warm Springs,WS,282110.0
1150,2021,Oakland,12th Street / Oakland City Center,12,647696.0
1151,2021,San Francisco,16th Street Mission,16,945080.0
1152,2021,Oakland,19th Street Oakland,19,572635.0
1153,2021,San Francisco,24th Street Mission,24,920558.0
1154,2021,Antioch,Antioch,AN,298639.0
1155,2021,Berkeley,Ashby,AS,288449.0
1156,2021,San Jose,Berryessa / North San José,BE,164337.0
1157,2021,San Leandro,Bayfair,BF,466396.0
1158,2021,Berkeley,Berkeley,BK,742024.0
1159,2021,San Francisco,Balboa Park,BP,667088.0
1160,2021,San Francisco,Civic Center,CC,1397805.0
1161,2021,Oakland,Coliseum,CL,560648.0
1162,2021,Colma,Colma,CM,254499.0
1163,2021,Concord,Concord,CN,403332.0
1164,2021,Castro Valley,Castro Valley,CV,168656.0
1165,2021,Daly City,Daly City,DC,623954.0
1166,2021,Dublin/Pleasanton,Dublin/Pleasanton,ED,376708.0
1167,2021,San Francisco,Embarcadero,EM,1883339.0
1168,2021,El Cerrito,El Cerrito Del Norte,EN,598682.0
1169,2021,El Cerrito,El Cerrito Plaza,EP,313034.0
1170,2021,Fremont,Fremont,FM,257852.0
1171,2021,Oakland,Fruitvale,FV,769768.0
1172,2021,San Francisco,Glen Park,GP,443378.0
1173,2021,Hayward,Hayward,HY,362104.0
1174,2021,Lafayette,Lafayette,LF,177765.0
1175,2021,Oakland,Lake Merritt,LM,485415.0
1176,2021,Oakland,MacArthur,MA,575339.0
1177,2021,Millbrae,Millbrae,MB,238659.0
1178,2021,Milpitas,Milpitas,ML,124767.0
1179,2021,San Francisco,Montgomery Street,MT,1744256.0
1180,2021,Berkeley,North Berkeley,NB,233008.0
1181,2021,Concord,North Concord,NC,97242.0
1182,2021,Oakland,Oakland International Airport,OA,116225.0
1183,2021,Orinda,Orinda,OR,132962.0
1184,2021,Oakland,West Oakland,OW,536148.0
1185,2021,Pittsburg,Pittsburg Center,PC,111594.0
1186,2021,Pleasant Hill,Pleasant Hill,PH,325878.0
1187,2021,San Francisco,Powell Street,PL,1906781.0
1188,2021,Richmond,Richmond,RM,428026.0
1189,2021,Oakland,Rockridge,RR,305861.0
1190,2021,San Bruno,San Bruno,SB,238255.0
1191,2021,Hayward,South Hayward,SH,233686.0
1192,2021,San Leandro,San Leandro,SL,529255.0
1193,2021,San Francisco,San Francisco International Airport,SO,488150.0
1194,2021,South San Francisco,South San Francisco,SS,199974.0
1195,2021,Union City,Union City,UC,248057.0
1196,2021,Walnut Creek,Walnut Creek,WC,361007.0
1197,2021,Dublin/Pleasanton,West Dublin/Pleasanton,WD,158182.0
1198,2021,Pittsburg,Pittsburg/Bay Point,WP,324302.0
1199,2021,Fremont,Warm Springs,WS,135854.0
1200,2022,Oakland,12th Street / Oakland City Center,12,1127289.0
1201,2022,San Francisco,16th Street Mission,16,1510328.0
1202,2022,Oakland,19th Street Oakland,19,1030345.0
1203,2022,San Francisco,24th Street Mission,24,1445506.0
1204,2022,Antioch,Antioch,AN,453839.0
1205,2022,Berkeley,Ashby,AS,474088.0
1206,2022,San Jose,Berryessa / North San José,BE,324384.0
1207,2022,San Leandro,Bayfair,BF,669401.0
1208,2022,Berkeley,Berkeley,BK,1370265.0
1209,2022,San Francisco,Balboa Park,BP,1010854.0
1210,2022,San Francisco,Civic Center,CC,2250908.0
1211,2022,Oakland,Coliseum,CL,754397.0
1212,2022,Colma,Colma,CM,405084.0
1213,2022,Concord,Concord,CN,593500.0
1214,2022,Castro Valley,Castro Valley,CV,288300.0
1215,2022,Daly City,Daly City,DC,1057073.0
1216,2022,Dublin/Pleasanton,Dublin/Pleasanton,ED,664718.0
1217,2022,San Francisco,Embarcadero,EM,3858339.0
1218,2022,El Cerrito,El Cerrito Del Norte,EN,949346.0
1219,2022,El Cerrito,El Cerrito Plaza,EP,507783.0
1220,2022,Fremont,Fremont,FM,444337.0
1221,2022,Oakland,Fruitvale,FV,1035356.0
1222,2022,San Francisco,Glen Park,GP,756176.0
1223,2022,Hayward,Hayward,HY,544267.0
1224,2022,Lafayette,Lafayette,LF,332219.0
1225,2022,Oakland,Lake Merritt,LM,764530.0
1226,2022,Oakland,MacArthur,MA,919244.0
1227,2022,Millbrae,Millbrae,MB,486593.0
1228,2022,Milpitas,Milpitas,ML,257511.0
1229,2022,San Francisco,Montgomery Street,MT,3163628.0
1230,2022,Berkeley,North Berkeley,NB,425763.0
1231,2022,Concord,North Concord,NC,152426.0
1232,2022,Oakland,Oakland International Airport,OA,197313.0
1233,2022,Orinda,Orinda,OR,254613.0
1234,2022,Oakland,West Oakland,OW,846159.0
1235,2022,Pittsburg,Pittsburg Center,PC,143566.0
1236,2022,Pleasant Hill,Pleasant Hill,PH,543721.0
1237,2022,San Francisco,Powell Street,PL,3094313.0
1238,2022,Richmond,Richmond,RM,593327.0
1239,2022,Oakland,Rockridge,RR,558261.0
1240,2022,San Bruno,San Bruno,SB,378141.0
1241,2022,Hayward,South Hayward,SH,349450.0
1242,2022,San Leandro,San Leandro,SL,781551.0
1243,2022,San Francisco,San Francisco International Airport,SO,987316.0
1244,2022,South San Francisco,South San Francisco,SS,336618.0
1245,2022,Union City,Union City,UC,413924.0
1246,2022,Walnut Creek,Walnut Creek,WC,615004.0
1247,2022,Dublin/Pleasanton,West Dublin/Pleasanton,WD,281931.0
1248,2022,Pittsburg,Pittsburg/Bay Point,WP,456986.0
1249,2022,Fremont,Warm Springs,WS,273007.0
1250,2023,Oakland,12th Street / Oakland City Center,12,1004557.0
1251,2023,San Francisco,16th Street Mission,16,1280249.0
1252,2023,Oakland,19th Street Oakland,19,951944.0
1253,2023,San Francisco,24th Street Mission,24,1210874.0
1254,2023,Antioch,Antioch,AN,372686.0
1255,2023,Berkeley,Ashby,AS,423938.0
1256,2023,San Jose,Berryessa / North San José,BE,301263.0
1257,2023,San Leandro,Bayfair,BF,548053.0
1258,2023,Berkeley,Berkeley,BK,1142996.0
1259,2023,San Francisco,Balboa Park,BP,824970.0
1260,2023,San Francisco,Civic Center,CC,1888564.0
1261,2023,Oakland,Coliseum,CL,604477.0
1262,2023,Colma,Colma,CM,320471.0
1263,2023,Concord,Concord,CN,513426.0
1264,2023,Castro Valley,Castro Valley,CV,247485.0
1265,2023,Daly City,Daly City,DC,927375.0
1266,2023,Dublin/Pleasanton,Dublin/Pleasanton,ED,624287.0
1267,2023,San Francisco,Embarcadero,EM,3491681.0
1268,2023,El Cerrito,El Cerrito Del Norte,EN,792162.0
1269,2023,El Cerrito,El Cerrito Plaza,EP,438493.0
1270,2023,Fremont,Fremont,FM,413698.0
1271,2023,Oakland,Fruitvale,FV,824492.0
1272,2023,San Francisco,Glen Park,GP,675428.0
1273,2023,Hayward,Hayward,HY,454351.0
1274,2023,Lafayette,Lafayette,LF,305239.0
1275,2023,Oakland,Lake Merritt,LM,645440.0
1276,2023,Oakland,MacArthur,MA,788030.0
1277,2023,Millbrae,Millbrae,MB,456725.0
1278,2023,Milpitas,Milpitas,ML,250372.0
1279,2023,San Francisco,Montgomery Street,MT,2853566.0
1280,2023,Berkeley,North Berkeley,NB,380177.0
1281,2023,Concord,North Concord,NC,125189.0
1282,2023,Oakland,Oakland International Airport,OA,144583.0
1283,2023,Orinda,Orinda,OR,235872.0
1284,2023,Oakland,West Oakland,OW,710603.0
1285,2023,Pittsburg,Pittsburg Center,PC,112414.0
1286,2023,Pleasant Hill,Pleasant Hill,PH,467623.0
1287,2023,San Francisco,Powell Street,PL,2621421.0
1288,2023,Richmond,Richmond,RM,488130.0
1289,2023,Oakland,Rockridge,RR,499185.0
1290,2023,San Bruno,San Bruno,SB,307963.0
1291,2023,Hayward,South Hayward,SH,285535.0
1292,2023,San Leandro,San Leandro,SL,664239.0
1293,2023,San Francisco,San Francisco International Airport,SO,804119.0
1294,2023,South San Francisco,South San Francisco,SS,284905.0
1295,2023,Union City,Union City,UC,376103.0
1296,2023,Walnut Creek,Walnut Creek,WC,542122.0
1297,2023,Dublin/Pleasanton,West Dublin/Pleasanton,WD,265819.0
1298,2023,Pittsburg,Pittsburg/Bay Point,WP,377261.0
1299,2023,Fremont,Warm Springs,WS,250631.0
1300,2024,Oakland,12th Street / Oakland City Center,12,0.0
1301,2024,San Francisco,16th Street Mission,16,0.0
1302,2024,Oakland,19th Street Oakland,19,0.0
1303,2024,San Francisco,24th Street Mission,24,0.0
1304,2024,Antioch,Antioch,AN,0.0
1305,2024,Berkeley,Ashby,AS,0.0
1306,2024,San Jose,Berryessa / North San José,BE,0.0
1307,2024,San Leandro,Bayfair,BF,0.0
1308,2024,Berkeley,Berkeley,BK,0.0
1309,2024,San Francisco,Balboa Park,BP,0.0
1310,2024,San Francisco,Civic Center,CC,0.0
1311,2024,Oakland,Coliseum,CL,0.0
1312,2024,Colma,Colma,CM,0.0
1313,2024,Concord,Concord,CN,0.0
1314,2024,Castro Valley,Castro Valley,CV,0.0
1315,2024,Daly City,Daly City,DC,0.0
1316,2024,Dublin/Pleasanton,Dublin/Pleasanton,ED,0.0
1317,2024,San Francisco,Embarcadero,EM,0.0
1318,2024,El Cerrito,El Cerrito Del Norte,EN,0.0
1319,2024,El Cerrito,El Cerrito Plaza,EP,0.0
1320,2024,Fremont,Fremont,FM,0.0
1321,2024,Oakland,Fruitvale,FV,0.0
1322,2024,San Francisco,Glen Park,GP,0.0
1323,2024,Hayward,Hayward,HY,0.0
1324,2024,Lafayette,Lafayette,LF,0.0
1325,2024,Oakland,Lake Merritt,LM,0.0
1326,2024,Oakland,MacArthur,MA,0.0
1327,2024,Millbrae,Millbrae,MB,0.0
1328,2024,Milpitas,Milpitas,ML,0.0
1329,2024,San Francisco,Montgomery Street,MT,0.0
1330,2024,Berkeley,North Berkeley,NB,0.0
1331,2024,Concord,North Concord,NC,0.0
1332,2024,Oakland,Oakland International Airport,OA,0.0
1333,2024,Orinda,Orinda,OR,0.0
1334,2024,Oakland,West Oakland,OW,0.0
1335,2024,Pittsburg,Pittsburg Center,PC,0.0
1336,2024,Pleasant Hill,Pleasant Hill,PH,0.0
1337,2024,San Francisco,Powell Street,PL,0.0
1338,2024,Richmond,Richmond,RM,0.0
1339,2024,Oakland,Rockridge,RR,0.0
1340,2024,San Bruno,San Bruno,SB,0.0
1341,2024,Hayward,South Hayward,SH,0.0
1342,2024,San Leandro,San Leandro,SL,0.0
1343,2024,San Francisco,San Francisco International Airport,SO,0.0
1344,2024,South San Francisco,South San Francisco,SS,0.0
1345,2024,Union City,Union City,UC,0.0
1346,2024,Walnut Creek,Walnut Creek,WC,0.0
1347,2024,Dublin/Pleasanton,West Dublin/Pleasanton,WD,0.0
1348,2024,Pittsburg,Pittsburg/Bay Point,WP,0.0
1349,2024,Fremont,Warm Springs,WS,0.0
